Код;Наименование;Артикул;Базовая единица измерения;Комментарий;Основная единица измерения;Основное свойство;Полное наименование;ВыгружатьВИнтернетМагазин;НаименованиеИМ;Длинна;Ширина;Высота;Объем;Блокировать скидку по карте;Статус товара;Штрихкоды номенклатуры
00085957;            KARAT АВДТ 32 C20 30мА тип A IEK;MAD22-5-020-C-30;шт; ;шт; ;KARAT АВДТ 32 C20 30мА тип A IEK;0;KARAT АВДТ 32 C20 30мА тип A IEK;8;4;7;0,0002;0;Новинка; 
00085958;            KARAT АВДТ 32 C25 30мА тип A IEK;MAD22-5-025-C-30;шт; ;шт; ;KARAT АВДТ 32 C25 30мА тип A IEK;0;KARAT АВДТ 32 C25 30мА тип A IEK;8;4;7;0,0002;0;Новинка; 
00079037;            KARAT Авт. выкл. ВА47-100 3P C 100А 10кА IEK;MVA40-3-100-C;шт;Выключатели автоматические предназначены для защиты от перегрузки и короткого замыкания электрических цепей с единичными и групповыми потребителями электрической энергии. Выключатели имеют три типа характеристики срабатывания от тока короткого замыкания и;шт; ;KARAT Авт. выкл. ВА47-100 3P C 100А 10кА IEK;1;KARAT Авт. выкл. ВА47-100 3P C 100А 10кА IEK;8;8;8;0,0005;1;Новинка;4,61E+12
00085972;            KARAT Авт. выкл. ВА47-29 1P B 2А 4,5кА IEK;MVA20-1-002-B;шт; ;шт; ;KARAT Авт. выкл. ВА47-29 1P B 2А 4,5кА IEK;0;KARAT Авт. выкл. ВА47-29 1P B 2А 4,5кА IEK;7;2;8;0,0001;0;Новинка; 
00079048;            KARAT Авт. выкл. ВА47-29 1P C 10А 4,5кА IEK;MVA20-1-010-C;шт;Выключатели автоматические предназначены для защиты от перегрузки и короткого замыкания электрических цепей с единичными и групповыми потребителями электрической энергии. Выключатели имеют три типа характеристики срабатывания от тока короткого замыкания и;шт; ;KARAT Авт. выкл. ВА47-29 1P C 10А 4,5кА IEK;1;KARAT Авт. выкл. ВА47-29 1P C 10А 4,5кА IEK;7;2;8;0,0001;1;Новинка;4,61E+12
00085973;            KARAT Авт. выкл. ВА47-29 1P C 13А 4,5кА IEK;MVA20-1-013-C;шт; ;шт; ;KARAT Авт. выкл. ВА47-29 1P C 13А 4,5кА IEK;0;KARAT Авт. выкл. ВА47-29 1P C 13А 4,5кА IEK;7;2;8;0,0001;0;Новинка; 
00079049;            KARAT Авт. выкл. ВА47-29 1P C 16А 4,5кА IEK;MVA20-1-016-C;шт;Выключатели автоматические предназначены для защиты от перегрузки и короткого замыкания электрических цепей с единичными и групповыми потребителями электрической энергии. Выключатели имеют три типа характеристики срабатывания от тока короткого замыкания и;шт; ;KARAT Авт. выкл. ВА47-29 1P C 16А 4,5кА IEK;1;KARAT Авт. выкл. ВА47-29 1P C 16А 4,5кА IEK;7,5;1,8;8;0,0001;1;Новинка;4,61E+12
00079050;            KARAT Авт. выкл. ВА47-29 1P C 20А 4,5кА IEK;MVA20-1-020-C;шт;Выключатели автоматические предназначены для защиты от перегрузки и короткого замыкания электрических цепей с единичными и групповыми потребителями электрической энергии. Выключатели имеют три типа характеристики срабатывания от тока короткого замыкания и;шт; ;KARAT Авт. выкл. ВА47-29 1P C 20А 4,5кА IEK;1;KARAT Авт. выкл. ВА47-29 1P C 20А 4,5кА IEK;7;2;8;0,0001;1;Новинка;4,61E+12
00079051;            KARAT Авт. выкл. ВА47-29 1P C 25А 4,5кА IEK;MVA20-1-025-C;шт;Выключатели автоматические предназначены для защиты от перегрузки и короткого замыкания электрических цепей с единичными и групповыми потребителями электрической энергии. Выключатели имеют три типа характеристики срабатывания от тока короткого замыкания и;шт; ;KARAT Авт. выкл. ВА47-29 1P C 25А 4,5кА IEK;1;KARAT Авт. выкл. ВА47-29 1P C 25А 4,5кА IEK;8,3;7,1;1,3;0,0001;1;Новинка;4,61E+12
00079052;            KARAT Авт. выкл. ВА47-29 1P C 32А 4,5кА IEK;MVA20-1-032-C;шт;Выключатели автоматические предназначены для защиты от перегрузки и короткого замыкания электрических цепей с единичными и групповыми потребителями электрической энергии. Выключатели имеют три типа характеристики срабатывания от тока короткого замыкания и;шт; ;KARAT Авт. выкл. ВА47-29 1P C 32А 4,5кА IEK;1;KARAT Авт. выкл. ВА47-29 1P C 32А 4,5кА IEK;8,1;2;6,9;0,0001;1;Новинка;4,61E+12
00079039;            KARAT Авт. выкл. ВА47-29 1P C 40А 4,5кА IEK;MVA20-1-040-C;шт;Выключатели автоматические предназначены для защиты от перегрузки и короткого замыкания электрических цепей с единичными и групповыми потребителями электрической энергии. Выключатели имеют три типа характеристики срабатывания от тока короткого замыкания и;шт; ;KARAT Авт. выкл. ВА47-29 1P C 40А 4,5кА IEK;1;KARAT Авт. выкл. ВА47-29 1P C 40А 4,5кА IEK;7;2;8;0,0001;1;Новинка;4,61E+12
00079040;            KARAT Авт. выкл. ВА47-29 1P C 50А 4,5кА IEK;MVA20-1-050-C;шт;Выключатели автоматические предназначены для защиты от перегрузки и короткого замыкания электрических цепей с единичными и групповыми потребителями электрической энергии. Выключатели имеют три типа характеристики срабатывания от тока короткого замыкания и;шт; ;KARAT Авт. выкл. ВА47-29 1P C 50А 4,5кА IEK;1;KARAT Авт. выкл. ВА47-29 1P C 50А 4,5кА IEK;7;2;8;0,0001;1;Новинка;4,61E+12
