ТМЦ;Ед.;Код;Выписано но не выдано;Аргун 29 (торговый зал);Основной склад (ул. Гумистинская 5);"Склад ""Магазин Гагра""";"Склад ""Магазин Гудаута"" №2 СМ, ул. 4 Марта №57";"Склад ""Магазин на турбазе""";"Склад магазина ""Инструменты на рынке""";Склад на площадке в Цандрипше;Склад ответственного хранения ул. Дзидзария;Списание основной склад;ТРАНЗИТНЫЙ СКЛАД;ТЦ БЗЫБЬ;Общ. кол-во
Роз. стац. наруж. 114 3Р+РЕ 16А 380В IP44 EKF;шт;00079512; ;24; ; ; ; ; ; ; ; ; ; ;24
Роз. стац. наруж. 115 3Р+РЕ+N 16А 380В IP44 EKF;шт;00079513; ;20; ; ; ; ; ; ; ; ; ; ;20
Роз. стац. наруж. 123 2Р+РЕ 32А 220В IP44 EKF;шт;00079514; ;17; ; ; ; ; ; ; ; ; ; ;17
Роз. стац. наруж. 124 3Р+РЕ 32А 380В IP44 EKF;шт;00079515; ;21; ; ; ; ; ; ; ; ; ; ;21
Роз. стац. наруж. 125 3Р+РЕ+N 32А 380В IP44 EKF;шт;00079516; ;14; ; ; ; ; ; ; ; ; ; ;14
Розетка кабельная 16А 220В 2P+PЕ ССИ-213 IP44 IEK PSR21-016-3 RS;шт;00079517; ;3; ; ; ; ; ; ; ; ; ; ;3
Вывод из ассортимента;;00079518;; ; ; ; ; ; ; ; ; ; ; ; 
Кабель ВВГ-Пнг(А)-LS 2х6 ок (N) 0.66кВ RS;м;00080712; ;11,8; ; ; ; ; ;9; ; ; ; ;20,8
Лампа накаливания ЛОН 60вт Б-230-60-4 Е27(Лисма ООО ССЗ) НЕТ;шт;00080713; ;150; ; ; ; ; ; ; ; ; ; ;150
Лампа энергосберегающая КЛЛ 11 Вт/842 G23 D34x234 Космос (КОСМОС) НЕТ;шт;00080691; ;1; ; ; ; ; ; ; ; ; ; ;1
Подвесной светильник уличный Apeyron Адель 11-98 E27 цвет белый LM;шт;00080696; ;1; ; ; ; ; ; ; ; ; ; ;1
Подвесной светильник уличный Apeyron Адель 11-98 E27 цвет БРОНЗА LM;шт;00080697; ;1; ; ; ; ; ; ; ; ; ; ;1
Прожектор светодиодный ДО-10w 6000К800Л м IP65 ОНЛАЙТ (Navigator Group) НЕТ;шт;00080694; ;1; ; ; ; ; ; ; ; ; ; ;1
Прожектор светодиодный ДО-10w 6400К900Л м IP65 черный (FERON) НЕТ;шт;00080693; ;1; ; ; ; ; ; ; ; ; ; ;1
Светильник подвесной уличный Прага ЭЛ-11-70Б 1х60WхЕ27 IP44;шт;00080672; ;1; ; ; ; ; ; ; ; ; ; ;1
Светильник светодиодный 61 107 OLP-S05-P-36-6.5K 595х595 универс. рассеив. призма с драйвером пан RS;шт;00080705; ;14; ; ; ; ; ; ; ; ; ; ;14
Светильник светодиодный PLED T5i PL 1200 14Вт 6500К IP40 180-265В T5 линейный пластик (аналог ЛПБ RS;шт;00080703; ;1; ; ; ; ; ; ; ; ; ; ;1
Светильник светодиодный PLED T5i PL 450 6Вт 6500К IP40 180-265В T5 линейный пластик (аналог ЛПБ)  RS;шт;00080702; ;1; ; ; ; ; ; ; ; ; ; ;1
Светильник светодиодный PLED T5i PL 600 8Вт 6500К IP40 180-265В T5 линейный пластик (аналог ЛПБ)  RS;шт;00080704; ;1; ; ; ; ; ; ; ; ; ; ;1
Светильник светодиодный SPO-110 PRIZMA 36Вт 230В 6500К 3000лм 1200мм IP40 IN HOME 4690612032719 RS;шт;00080709; ;1; ; ; ; ; ; ; ; ; ; ;1
Светильник светодиодный ДКУ 1012-200Ш 5000К IP65 сер. IEK LDKU1-1012-200-5000-K03 RS;шт;00080708; ;1; ; ; ; ; ; ; ; ; ; ;1
Светильник светодиодный ДКУ 1013-150Д 5000К IP65 IEK LDKU1-1013-150-5000-K03 RS;шт;00080706; ;2; ; ; ; ; ; ; ; ; ; ;2
Удлинитель ПВС 2х1.5м с заземл. 10А IP20 2.2кВт Союз 481S-9201 RS;шт;00080700; ;1; ; ; ; ; ; ; ; ; ; ;1
Удлинитель ПВС 3х3м с заземл. 10А IP20 2.2кВт Союз 481S-9303 RS;шт;00080699; ;1; ; ; ; ; ; ; ; ; ; ;1
Элемент питания алкалиновый A23 61 464 NBT-NE-A23-BP5 для пультов сигнализаций (блист.5шт) NAVIGA RS;упак;00080701; ;11,3; ; ; ; ; ; ; ; ; ; ;11,3
Датчики движения, фотореле;;00079167;; ; ; ; ; ; ; ; ; ; ; ; 
Датчик движения ДД 201 белый, 1200Вт, 360 гр.,6М,IP20, IEK ЭЛК;шт;00079613; ;3; ; ; ; ; ; ; ; ; ; ;3
Датчик движения ДД 301 белый, 800Вт, 360 гр.,6М,IP20, IEK ЭЛК;шт;00079616; ;1; ; ; ; ; ; ; ; ; ; ;1
Датчик движения ДДВ-02 1200Вт, 5-480с, 9м, 10Лк, 140гр, IP20, TDM ЭЛК;шт;00079618; ;2; ; ; ; ; ; ; ; ; ; ;2
Датчик движения ДДВ-03 500Вт, 5-480с, 2-12м, 5+Лк, 140гр, 30-90Дб, IP20, TDM ЭЛК;шт;00079619; ;6; ; ; ; ; ; ; ; ; ; ;6
Датчик движения ДДП-05 2000Вт, 10-900с, 6м , 3+Лк, 120(сбоку)+360(сверху)гр IP20, TDM ЭЛК;шт;00079621; ;2; ; ; ; ; ; ; ; ; ; ;2
ИК датчик движения наст. 1200Вт 180гр. до 12м IP44 MS-16Cb черный EKF;шт;00079624; ;16;1; ; ; ; ; ; ; ; ; ;17
ИК датчик движения наст. 1200Вт 180гр. до 12м IP44 MS-39 EKF;шт;00079625; ;8;5; ; ; ; ; ; ; ; ; ;13
ИК датчик движения наст. 1200Вт 180гр. до 12м IP44 MS-39b черный EKF;шт;00079627; ;11;1; ; ; ; ; ; ; ; ; ;12
ИК датчик движения наст. 1200Вт 180гр. до 12м IP65 MS-40 EKF;шт;00079628; ;6; ; ; ; ; ; ; ; ; ; ;6
ИК датчик движения потолочный 1200Вт 360гр. до 6м IP20 MS-20B EKF;шт;00079629; ;2; ; ; ; ; ; ; ; ; ; ;2
Фотореле PS-2 10А 2200Вт IP44 EKF;шт;00079631; ; ; ; ; ; ; ;7; ; ; ; ;7
Домофоны;;00079251;; ; ; ; ; ; ; ; ; ; ; ; 
Аудиодомофон (аудиотрубка) IPA-01 бел. 2пр. IP20 EKF;шт;00079637; ;10; ; ;5; ; ; ; ; ; ;5;20
Кабель;;00079249;; ; ; ; ; ; ; ; ; ; ; ; 
UTP, FTP (интернет-кабель), RG (телевизионный кабель);;00079641;; ; ; ; ; ; ; ; ; ; ; ; 
Витая пара TERACOM Cat.5E U/UTP 4 п. solid внеш. LDPE черн. (305м);м;00079651; ;70; ; ; ; ; ; ; ; ; ; ;70
Патч-корд TERACOM PRO Cat.5E неэкран. UTP PVC серый (1,0м);шт;00079657; ;49; ; ; ; ; ; ; ; ; ; ;49
Патч-корд кат.5e (1Гбит/с) неэкранированный UTP оболочка PVC сер. (2м) TERACOM  TRC-5EUTP-PVC-2M- RS;шт;00079659; ;1; ; ; ; ; ; ; ; ; ; ;1
Патч-корд кат.5e (1Гбит/с) неэкранированный UTP оболочка PVC сер. (3м) TERACOM  TRC-5EUTP-PVC-3M- RS;шт;00079660; ;4; ; ; ; ; ; ; ; ; ; ;4
Патч-корд кат.5e (1Гбит/с) неэкранированный UTP оболочка PVC сер. (5м) TERACOM  TRC-5EUTP-PVC-5M- RS;шт;00079661; ;3; ; ; ; ; ; ; ; ; ; ;3
Патч-корд кат.5e неэкранированный UTP оболочка LSZH сер. (0.5м) TeraLINK PRO  TRP-5EUTP-LSH-05M-G RS;шт;00079656; ;9; ; ; ; ; ; ; ; ; ; ;9
Аксессуары для кабеля;;00079642;; ; ; ; ; ; ; ; ; ; ; ; 
"Разъем F-разъем для RG-6 ""AB"" PROCONNECT (100/100/5000)";шт;00079662; ;19; ; ; ; ; ; ; ; ; ; ;19
ВВГ;;00079643;; ; ; ; ; ; ; ; ; ; ; ; 
Кабель ВВГ-П нг(А)-LS 2х1,5 ок(N)-0,66 ГОСТ (100м) TDM;м;00079665; ;49; ; ;200; ; ;299;300; ; ; ;848
Кабель ВВГ-П нг(А)-LS 2х2,5 ок(N)-0,66 ГОСТ (100м) TDM;м;00079666; ; ; ; ; ; ; ;18; ; ; ; ;18
Кабель ВВГ-П нг(А)-LS 3х1,5 ок(N, PE)-0,66 ГОСТ (100м) TDM;м;00079667; ;232,5;500; ;446; ; ; ; ; ; ; ;1 179
Кабель ВВГ-П нг(А)-LS 3х2,5 ок(N, PE)-0,66 ГОСТ (100м) TDM;м;00079668; ; ; ; ;112; ; ; ; ; ; ; ;112
Кабель ВВГнг(А)-LS 4х10 ЗП (0,66 кВ);м;00080771; ;500; ; ; ; ; ; ; ; ; ; ;500
Кабель ВВГп-нг (А) LS 2х1,5 (0,66 кВ) ККЗ (бухта 100м);м;00079669;500;303,6;14 200; ;561; ; ;238; ; ; ;500;15 803
Кабель ВВГп-нг (А) LS 2х10 (0,66 кВ);м;00080772; ;187;300; ;200; ; ; ; ; ; ;100;787
Кабель ВВГп-нг (А) LS 2х2,5 (0,66 кВ) ККЗ (бухта 100м);м;00079670;1 000;61;14 200; ;463; ; ;353; ; ; ;500;15 577
Кабель ВВГп-нг (А) LS 2х4 (0,66 кВ) ККЗ (бухта 100м);м;00079671;500;-6,5;5 300; ;273; ; ;32; ; ; ;500;6 099
Кабель ВВГп-нг (А) LS 2х6 (0,66 кВ) ККЗ (бухта 100м);м;00079672; ;134;200; ;160; ; ;31;100; ; ;100;725
Кабель ВВГп-нг (А) LS 3х1,5 (0,66 кВ) ККЗ (бухта 100м);м;00079673;500;832;8 660; ;684; ; ;410,5;800; ; ;540;11 927
Кабель ВВГп-нг (А) LS 3х10 (0,66 кВ);м;00080773; ;286; ; ;100; ; ; ; ; ; ;100;486
Кабель ВВГп-нг (А) LS 3х2,5 (0,66 кВ) ККЗ (бухта 100м);м;00079674;600;166;12 060; ;312; ; ;138; ; ; ;400;13 076
Кабель ВВГп-нг (А) LS 3х4 (0,66 кВ) ККЗ (бухта 100м);м;00079675;300;167;2 400; ;274; ; ;4; ; ; ;400;3 245
Кабель ВВГп-нг (А) LS 3х6 (0,66 кВ) ККЗ (бухта 100м);м;00079676; ;195,5; ; ;95,1; ; ;100; ; ; ; ;390,6
ПВС, КГ, ШШВП (гибкие многожильные кабели);;00079644;; ; ; ; ; ; ; ; ; ; ; ; 
Кабель КГтп 2х2.5 0.66кВ (м) Конкорд 7410 RS;м;00079679; ; ; ; ; ; ; ;75; ; ; ; ;75
Кабель КГтп-ХЛ 2*2,5 ККЗ (бухта 100м);м;00079682; ;62,4; ; ; ; ; ;40; ; ; ; ;102,4
Провод ПВС 2х1,5 ККЗ (бухта 150м);м;00079683;600;336;7 950; ;410; ; ;165; ; ; ;450;9 311
Провод ПВС 2х2,5 ККЗ (бухта 100м);м;00079686; ;714,1;1 400; ;265; ; ;244,5; ; ; ;300;2 924
Провод ПВС 2х4 ККЗ (бухта 100м);м;00079691; ;392;300; ;69; ; ;108; ; ; ;100;969
Провод ПВС 2х6,0 ККЗ;м;00080774; ;435;300; ; ; ; ;100; ; ; ;100;935
Провод ПВС 3х2,5 ККЗ (бухта 100м);м;00079692; ;218; ; ; ; ; ;33; ; ; ; ;251
Провод ПВС 3х4 (бухта) (м) ЭЛЕКТРОКАБЕЛЬ НН 00-00004884 RS;м;00079695; ; ; ; ; ; ; ;42; ; ; ; ;42
Провод ПВС 3х4,0 ККЗ (бухта 100м);м;00079696; ;299; ; ; ; ; ;100; ; ; ; ;399
Провод ПВС 4х1,5 ККЗ (бухта 100м);м;00079697;500;193;2 700; ; ; ; ;100; ; ; ;500;3 493
Провод ПВС 4х2,5 ККЗ (бухта 100м);м;00079699;300; ;300; ; ; ; ;18; ; ; ;200;518
Провод ПВС 4х6 ККЗ (бухта 100м);м;00079701; ;17; ; ;100; ; ; ; ; ; ; ;117
Провод ПВС 5х0,75 ККЗ (бухта 150м);м;00079702;300; ;600; ; ; ; ; ; ; ; ;450;1 050
Провод ПВС 5х1,5 ККЗ (бухта 100м);м;00079703; ;400;200; ; ; ; ; ;200; ; ;100;900
Провод ШВВП 2х0,75 ККЗ (бухта 200м);м;00079713;1 000; ;1 200; ; ; ; ; ; ; ; ;800;2 000
ПуГВ, ПуВ (Одножильные кабели и провода);;00084448;; ; ; ; ; ; ; ; ; ; ; ; 
Провод ПуВнг(А)-LS 10 белый;м;00084449;100; ;100; ; ; ; ; ; ; ; ; ;100
Провод ПуВнг(А)-LS 10 синий;м;00084450;100; ;100; ; ; ; ; ; ; ; ; ;100
Провод ПуВнг(А)-LS 4,0 белый;м;00084451; ; ; ; ; ; ; ; ; ; ; ;200;200
Провод ПуВнг(А)-LS 4,0 синий;м;00084452; ; ; ; ; ; ; ; ; ; ; ;200;200
Провод ПуВнг(А)-LS 6,0 белый;м;00084453; ; ; ; ; ; ; ; ; ; ; ;200;200
Провод ПуВнг(А)-LS 6,0 синий;м;00084454; ; ; ; ; ; ; ; ; ; ; ;200;200
Провод ПуГВнг(А)-LS 1*10,0 белый ККЗ (бухта 100м);м;00079705; ;49; ; ; ; ; ; ; ; ; ; ;49
Провод ПуГВнг(А)-LS 1*10,0 ж/з ККЗ  (бухта 100м);м;00079706; ;21; ; ; ; ; ; ; ; ; ; ;21
Провод ПуГВнг(А)-LS 1*10,0 красный ККЗ (бухта 100м);м;00079707; ;67; ; ; ; ; ; ; ; ; ; ;67
Провод ПуГВнг(А)-LS 1*6,0 ж/з ККЗ (бухта 200м);м;00079710; ;89; ; ; ; ; ; ; ; ; ; ;89
Провод ПуГВнг(А)-LS 1*6,0 синий ККЗ (бухта 200м);м;00079712; ;20; ; ; ; ; ; ; ; ; ; ;20
Ретро провод;;00079645;; ; ; ; ; ; ; ; ; ; ; ; 
"Ретро провод ""Эко"" 2х1,5 витой ГОСТ бежевый (50м) TDM (бухта 50м)";упак;00083284; ;9; ; ; ; ; ; ; ; ; ;9;18
"Ретро провод ""Эко"" 2х1,5 витой ГОСТ коричневый (20м) TDM (бухта 20м)";шт;00079715; ; ;7; ; ; ; ; ; ; ; ;2;9
"Ретро провод ""Эко"" 2х1,5 витой ГОСТ коричневый (50м) TDM (бухта 50м)";шт;00079717; ;2; ; ; ; ; ; ; ; ; ; ;2
"Ретро провод ""Эко"" 2х2,5 витой ГОСТ коричневый (20м) TDM (бухта 20м)";шт;00079719; ;9;13; ; ; ; ; ; ; ; ;4;26
"Ретро провод ""Эко"" 2х2,5 витой ГОСТ коричневый (50м) TDM (бухта 50м)";шт;00079721; ;1; ; ; ; ; ; ; ; ; ; ;1
СИП;;00079646;; ; ; ; ; ; ; ; ; ; ; ; 
Провод СИП-4 2х16 (м) Кирскабель V8C22J000200000-К RS;м;00079724; ;112; ; ; ; ; ; ; ; ; ; ;112
Провод СИП-4 2х16 ГОСТ Электрокабель (ПартнерЭлектро НН);м;00079725; ;962; ; ;137; ; ; ; ; ; ; ;1 099
Провод СИП-4 2х25 (м) Кирскабель V8C22K000200000-К RS;м;00079727; ;42; ; ; ; ; ; ; ; ; ; ;42
Провод СИП-4 2х25 (м) Людиновокабель Л0012604;м;00079728; ;32; ; ; ; ; ; ; ; ; ; ;32
Провод СИП-4 2х25 ГОСТ Электрокабель (Партнер Электро НН) (1);м;00079729; ;1 002; ; ; ; ; ; ; ; ; ; ;1 002
Провод СИП-4 4х16 (м) Кирскабель V8C24J000200000-К RS;м;00079730; ;24; ; ; ; ; ; ; ; ; ; ;24
Провод СИП-4 4х16 ГОСТ Электрокабель (ПартнерЭлектро НН) (1);м;00079731; ;1 178; ; ; ; ; ; ; ; ; ; ;1 178
Провод СИП-4 4х25 (м) Людиново Л0012556 RS;м;00079732; ;14; ; ; ; ; ; ; ; ; ; ;14
Провод СИП-4 4х25 0,66/1 ГОСТ ТКЗ Энерго (1);м;00079733; ;506; ; ; ; ; ; ; ; ; ; ;506
Провод СИП-4 4х35 ГОСТ Электрокабель (ПартнерЭлектро НН) (1);м;00085047; ;1 500; ; ; ; ; ; ; ; ; ; ;1 500
Кабель-канал, гофра и комплектующие;;00079248;; ; ; ; ; ; ; ; ; ; ; ; 
Кабель-канал;;00079734;; ; ; ; ; ; ; ; ; ; ; ; 
Кабель канал EKF;;00085911;; ; ; ; ; ; ; ; ; ; ; ; 
Канал каб. (100х40) (2 м= 1 шт) белый EKF-Plast;шт;00084160; ;5; ; ; ; ; ; ; ; ; ; ;5
Канал каб. (16х16) (2 м=1 шт) белый EKF-Plast;шт;00084167; ;58;105; ; ; ; ; ; ; ; ; ;163
Канал каб. (16х16) (2 м=1 шт) темн. дерево EKF-Plast;шт;00084169; ;20;2; ; ; ; ; ; ; ; ; ;22
Канал каб. (16х16) (2м = 1шт) свет. дерево EKF-Plast;шт;00084168; ;11; ; ; ; ; ; ; ; ; ; ;11
Канал каб. (20х10) (2м=1шт) белый EKF-Plast;шт;00084170; ;57;84; ; ; ; ;13; ; ; ; ;154
Канал каб. (25х16) (2 м=1 шт) свет. дерево EKF-Plast;шт;00084174; ; ; ; ; ; ; ;3; ; ; ; ;3
Канал каб. (25х16) (2м=1шт ) темн. дерево EKF-Plast;шт;00084171; ;23; ; ; ; ; ; ; ; ; ; ;23
Канал каб. (40х25) (2 м=1 шт ) белый EKF-Plast;шт;00084172; ; ; ; ;5; ; ;8; ; ; ; ;13
Канал каб. (40х25) (2м=1 шт) свет. дерево EKF-Plast;шт;00084165; ;15; ; ; ; ; ; ; ; ; ; ;15
Канал каб. (60х40) (2 м=1шт) темн. дерево EKF-Plast;шт;00084212; ;1; ; ; ; ; ; ; ; ; ; ;1
Канал каб. (60х40) (2м=1 шт) свет. дерево EKF-Plast;шт;00084210; ;2; ; ; ; ; ; ; ; ; ; ;2
Кабель канал ВЫВОД ИЗ АССОРТИМЕНТА;;00085942;; ; ; ; ; ; ; ; ; ; ; ; 
Кабель-канал 1000х40 ECOLINE (2 м=1шт) IEK ЭЛК;шт;00079737; ;1; ; ; ; ; ; ; ; ; ; ;1
Кабель-канал 25x25мм белый ЭЛЕКОР (2м);шт;00084216; ;3; ; ; ; ; ; ; ; ; ; ;3
Кабель-канал 40х25 ECOLINE (2м=1шт) IEK ЭЛК;шт;00084209; ;3; ; ; ; ; ; ; ; ; ; ;3
Комплектующие кабель канала;;00079735;; ; ; ; ; ; ; ; ; ; ; ; 
Внешний вертикальный угол КМН 16х16 (4 шт./комп.) IEK ЭЛК;упак;00079759; ;7; ; ; ; ; ; ; ; ; ; ;7
Внешний вертикальный угол КМН 40х25 (4 шт./комп.) IEK ЭЛК;упак;00079760; ;2; ; ; ; ; ; ; ; ; ; ;2
Внешний вертикальный угол КМН 60х40 (4 шт./комп.) IEK ЭЛК;упак;00079761; ;8; ; ; ; ; ; ; ; ; ; ;8
Внешний угол КМН 12х12 (4шт/компл) IEK ЭЛК;упак;00079762; ;8; ; ; ; ; ; ; ; ; ; ;8
Внутренний вертикальный угол КМВ 16х16 (4 шт./комп.) IEK ЭЛК;упак;00079763; ;6; ; ; ; ; ; ; ; ; ; ;6
Внутренний вертикальный угол КМВ 60x40 (4 шт./комп.) IEK ЭЛК;упак;00079765; ;8; ; ; ; ; ; ; ; ; ; ;8
Внутренний угол КМВ 12х12 (4шт/компл) IEK IEK ЭЛК;упак;00079766; ;7; ; ; ; ; ; ; ; ; ; ;7
Заглушка (100х40) (2 шт) белая EKF-Plast;упак;00079767; ;4; ; ; ; ; ; ; ; ; ; ;4
Заглушка (20х10) (4 шт) свет. дерево EKF-Plast;упак;00079768; ;5; ; ; ; ; ; ; ; ; ; ;5
Заглушка (20х10) (4 шт) темн. дерево EKF-Plast;упак;00079769; ;5; ; ; ; ; ; ; ; ; ; ;5
Заглушка (25х16) (4 шт) белая EKF-Plast;упак;00079770; ;5; ; ; ; ; ; ; ; ; ; ;5
Заглушка (25х16) (4 шт) свет. дерево EKF-Plast;упак;00079771; ;5; ; ; ; ; ; ; ; ; ; ;5
Заглушка (25х16) (4 шт) темн. дерево EKF-Plast;упак;00079772; ;5; ; ; ; ; ; ; ; ; ; ;5
Заглушка (40х25) (4 шт) белая EKF-Plast;упак;00079773; ;5; ; ; ; ; ; ; ; ; ; ;5
Заглушка (40х25) (4 шт) свет. дерево EKF-Plast;упак;00079774; ;5; ; ; ; ; ; ; ; ; ; ;5
Заглушка (40х25) (4 шт) темн. дерево EKF-Plast;упак;00079775; ;5; ; ; ; ; ; ; ; ; ; ;5
Заглушка (60х40) (4 шт) белая EKF-Plast;упак;00079776; ;5; ; ; ; ; ; ; ; ; ; ;5
Заглушка кабельной трассы КМЗ 12х12 (4шт/компл) IEK ЭЛК;упак;00079777; ;9; ; ; ; ; ; ; ; ; ; ;9
Заглушка кабельной трассы КМЗ 16х16 (4 шт./комп.) IEK ЭЛК;упак;00079778; ;10; ; ; ; ; ; ; ; ; ; ;10
Заглушка кабельной трассы КМЗ 20х10 (4 шт./комп.) IEK ЭЛК;упак;00079779; ;9; ; ; ; ; ; ; ; ; ; ;9
Заглушка кабельной трассы КМЗ 40х25 (4 шт./комп.) IEK ЭЛК;упак;00079780; ;5; ; ; ; ; ; ; ; ; ; ;5
Заглушка кабельной трассы КМЗ 60х40 (4 шт./комп.) IEK ЭЛК;упак;00079781; ;8; ; ; ; ; ; ; ; ; ; ;8
Соединитель КМС 12х12 (4шт/компл) IEK IEK ЭЛК;упак;00079782; ;8; ; ; ; ; ; ; ; ; ; ;8
Соединитель КМС 16х16 (4 шт./комп.) IEK ЭЛК;упак;00079783; ;4; ; ; ; ; ; ; ; ; ; ;4
Соединитель КМС 20х10 (4 шт./комп.) IEK ЭЛК;упак;00079784; ;10; ; ; ; ; ; ; ; ; ; ;10
Соединитель КМС 40x25 (4 шт./комп.) IEK ЭЛК;упак;00079785; ;11; ; ; ; ; ; ; ; ; ; ;11
Соединитель КМС 60x40 (4 шт./комп.) IEK ЭЛК;упак;00079786; ;8; ; ; ; ; ; ; ; ; ; ;8
Угол внешний (100х40) (2 шт) белый EKF-Plast;упак;00079787; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внешний (20х10) (4 шт) белый EKF-Plast;упак;00079788; ;3; ; ; ; ; ; ; ; ; ; ;3
Угол внешний (20х10) (4 шт) свет. дерево EKF-Plast;упак;00079789; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внешний (20х10) (4 шт) темн. дерево EKF-Plast;упак;00079790; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внешний (25х16) (4 шт) свет. дерево EKF-Plast;упак;00079791; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внешний (25х16) (4 шт) темн. дерево EKF-Plast;упак;00079792; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внешний (40х25) (4 шт) белый EKF-Plast;упак;00079793; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внешний (40х25) (4 шт) свет. дерево EKF-Plast;упак;00079794; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внешний (40х25) (4 шт) темн. дерево EKF-Plast;упак;00079795; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внешний (60х40) (4 шт) белый EKF-Plast;упак;00079796; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внешний вертикальный КМН 20х10 (4 шт./комп.)  IEK ЭЛК;упак;00079797; ;10; ; ; ; ; ; ; ; ; ; ;10
Угол внутр. (100х40) (2 шт) белый EKF-Plast;упак;00079798; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внутр. (20х10) (4 шт) белый EKF-Plast;упак;00079799; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внутр. (20х10) (4 шт) свет. дерево EKF-Plast;упак;00079800; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внутр. (20х10) (4 шт) темн. дерево EKF-Plast;упак;00079801; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внутр. (25х16) (4 шт) белый EKF-Plast;упак;00079802; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внутр. (25х16) (4 шт) свет. дерево EKF-Plast;упак;00079803; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внутр. (25х16) (4 шт) темн. дерево EKF-Plast;упак;00079804; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внутр. (40х25) (4 шт) белый EKF-Plast;упак;00079805; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внутр. (40х25) (4 шт) свет. дерево EKF-Plast;упак;00079806; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внутр. (40х25) (4 шт) темн. дерево EKF-Plast;упак;00079807; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внутр. (60х40) (4 шт) белый EKF-Plast;упак;00079808; ;5; ; ; ; ; ; ; ; ; ; ;5
Угол внутренний вертикальный  КМВ 40х25 (4шт./комп.)  IEK ЭЛК;упак;00079809; ;2; ; ; ; ; ; ; ; ; ; ;2
Угол внутренний вертикальный КМВ 20х10 (4 шт./комп.)  IEK ЭЛК;упак;00079810; ;10; ; ; ; ; ; ; ; ; ; ;10
Труба Гофрированная и клипсы;;00079736;; ; ; ; ; ; ; ; ; ; ; ; 
ELASTA Держатель с защелкой CF16 IEK;шт;00079823; ;111; ; ; ; ; ; ; ; ; ; ;111
Держатель для труб (клипса) d20MM пластик Ruvinil К01120;шт;00079818; ;616; ; ; ; ; ; ; ; ; ; ;616
Держатель для труб (клипса) d20MM пластик черн. Ruvinil К01120Ч;шт;00079819; ;248; ; ; ; ; ; ; ; ; ; ;248
Держатель для труб (клипса) d25MM пластик Ruvinil К01125;шт;00079820; ;265; ; ; ; ; ; ; ; ; ; ;265
Держатель для труб (клипса) d25MM пластик черн. Ruvinil К01125Ч;шт;00079821; ;217; ; ; ; ; ; ; ; ; ; ;217
Держатель для труб (клипса) d32MM пластик Ruvinil К01132;шт;00079822; ;158; ; ; ; ; ; ; ; ; ; ;158
Держатель с защёлкой CF20  IEK ЭЛК;шт;00079824; ;224; ; ; ; ; ; ; ; ; ; ;224
Клипса d20 черная полистирол безгалогенная (HF) Промрукав (100/1500);шт;00081603; ;99; ; ; ; ; ; ; ; ; ; ;99
Крепеж-клипса d20 мм (100 шт) серая EKF-Plast;шт;00082239; ;694;7 500; ; ; ; ;899; ; ; ; ;9 093
Крепеж-клипса d25 мм (100 шт) серая EKF-Plast;шт;00082242; ;800;7 700; ; ; ; ;500; ; ; ; ;9 000
Крепеж-клипса d25 мм (100 шт) черная EKF-Plast;шт;00082243; ;100; ; ; ; ; ; ; ; ; ; ;100
Труба гибкая гофрированная ПВХ 16мм с протяжкой (100м) IEK ЭЛК;м;00079825; ;100; ; ; ; ; ; ; ; ; ; ;100
Труба гибкая гофрированная ПВХ 16мм с протяжкой (50м) IEK ЭЛК;м;00079827; ;99; ; ; ; ; ; ; ; ; ; ;99
Труба гибкая гофрированная ПВХ 20мм с протяжкой (100м) IEK ЭЛК;м;00079828; ;200; ; ; ; ; ; ; ; ; ; ;200
Труба гибкая гофрированная ПВХ 40мм с протяжкой (20м) оранжевый;м;00079831; ;20; ; ; ; ; ; ; ; ; ; ;20
Труба гибкая гофрированная ПНД 16мм с протяжкой (25м) черный IEK ЭЛК;м;00079832; ;24; ; ; ; ; ; ; ; ; ; ;24
Труба гофр. ПВХ с протяжкой d16 мм (100 м) серая EKF-Plast;упак;00082248; ; ;100; ; ; ; ; ; ; ; ; ;100
Труба гофр. ПВХ с протяжкой d16 мм (25 м) серая EKF-Plast;упак;00082249; ;87; ; ; ; ; ; ; ; ; ; ;87
Труба гофр. ПВХ с протяжкой d20 мм (100 м) серая EKF-Plast;упак;00079836; ;83; ; ; ; ; ; ; ; ; ; ;83
